id,company,track,title,url,publish_date,authors,in_scope,scope_reason
dm-r-demis-hassabis-john-jumper-awarded-nobel-prize-in-chemistry,deepmind,research,Demis Hassabis John Jumper Awarded Nobel Prize In Chemistry,https://deepmind.google/discover/blog/demis-hassabis-john-jumper-awarded-nobel-prize-in-chemistry/,,,TRUE,
dm-r-differentiable-neural-computers,deepmind,research,Differentiable Neural Computers,https://deepmind.google/discover/blog/differentiable-neural-computers/,,,TRUE,
dm-r-discovering-new-solutions-to-century-old-problems-in-fluid-dynamics,deepmind,research,Discovering New Solutions To Century Old Problems In Fluid Dynamics,https://deepmind.google/discover/blog/discovering-new-solutions-to-century-old-problems-in-fluid-dynamics/,,,TRUE,
dm-r-discovering-novel-algorithms-with-alphatensor,deepmind,research,Discovering Novel Algorithms With Alphatensor,https://deepmind.google/discover/blog/discovering-novel-algorithms-with-alphatensor/,,,TRUE,
dm-r-discovering-when-an-agent-is-present-in-a-system,deepmind,research,Discovering When An Agent Is Present In A System,https://deepmind.google/discover/blog/discovering-when-an-agent-is-present-in-a-system/,,,TRUE,
dm-r-distill-communicating-the-science-of-machine-learning,deepmind,research,Distill Communicating The Science Of Machine Learning,https://deepmind.google/discover/blog/distill-communicating-the-science-of-machine-learning/,,,TRUE,
dm-r-dm-control-software-and-tasks-for-continuous-control,deepmind,research,Dm Control Software And Tasks For Continuous Control,https://deepmind.google/discover/blog/dm-control-software-and-tasks-for-continuous-control/,,,TRUE,
dm-r-dolphingemma-how-google-ai-is-helping-decode-dolphin-communication,deepmind,research,Dolphingemma How Google Ai Is Helping Decode Dolphin Communication,https://deepmind.google/discover/blog/dolphingemma-how-google-ai-is-helping-decode-dolphin-communication/,,,TRUE,
dm-r-dopamine-and-temporal-difference-learning-a-fruitful-relationship-between-neuroscience-and-ai,deepmind,research,Dopamine And Temporal Difference Learning A Fruitful Relationship Between Neuroscience And Ai,https://deepmind.google/discover/blog/dopamine-and-temporal-difference-learning-a-fruitful-relationship-between-neuroscience-and-ai/,,,TRUE,
dm-r-dynamic-language-understanding-adaptation-to-new-knowledge-in-parametric-and-semi-parametric-models,deepmind,research,Dynamic Language Understanding Adaptation To New Knowledge In Parametric And Semi Parametric Models,https://deepmind.google/discover/blog/dynamic-language-understanding-adaptation-to-new-knowledge-in-parametric-and-semi-parametric-models/,,,TRUE,
