id,company,track,title,url,publish_date,authors,in_scope,scope_reason
ant-r-the-capacity-for-moral-self-correction-in-large-language-models,anthropic,research,The Capacity for Moral Self-Correction in Large Language Models,https://www.anthropic.com/research/the-capacity-for-moral-self-correction-in-large-language-models,2023-02-15,,TRUE,
ant-r-superposition-memorization-and-double-descent,anthropic,research,"Superposition, Memorization, and Double Descent",https://www.anthropic.com/research/superposition-memorization-and-double-descent,2023-01-05,,TRUE,
ant-r-discovering-language-model-behaviors-with-model-written-evaluations,anthropic,research,Discovering Language Model Behaviors with Model-Written Evaluations,https://www.anthropic.com/research/discovering-language-model-behaviors-with-model-written-evaluations,2022-12-19,,TRUE,
ant-r-constitutional-ai-harmlessness-from-ai-feedback,anthropic,research,Constitutional AI: Harmlessness from AI Feedback,https://www.anthropic.com/research/constitutional-ai-harmlessness-from-ai-feedback,2022-12-15,,TRUE,
ant-r-measuring-progress-on-scalable-oversight-for-large-language-models,anthropic,research,Measuring Progress on Scalable Oversight for Large Language Models,https://www.anthropic.com/research/measuring-progress-on-scalable-oversight-for-large-language-models,2022-11-04,,TRUE,
ant-r-toy-models-of-superposition,anthropic,research,Toy Models of Superposition,https://www.anthropic.com/research/toy-models-of-superposition,2022-09-14,,TRUE,
ant-r-red-teaming-language-models-to-reduce-harms-methods-scaling-behaviors-and-lessons-learned,anthropic,research,"Red Teaming Language Models to Reduce Harms: Methods, Scaling Behaviors, and Lessons Learned",https://www.anthropic.com/research/red-teaming-language-models-to-reduce-harms-methods-scaling-behaviors-and-lessons-learned,2022-08-22,,TRUE,
ant-r-language-models-mostly-know-what-they-know,anthropic,research,Language Models (Mostly) Know What They Know,https://www.anthropic.com/research/language-models-mostly-know-what-they-know,2022-07-11,,TRUE,
ant-r-softmax-linear-units,anthropic,research,Softmax Linear Units,https://www.anthropic.com/research/softmax-linear-units,2022-06-17,,TRUE,
ant-r-scaling-laws-and-interpretability-of-learning-from-repeated-data,anthropic,research,Scaling Laws and Interpretability of Learning from Repeated Data,https://www.anthropic.com/research/scaling-laws-and-interpretability-of-learning-from-repeated-data,2022-05-21,,TRUE,
ant-r-training-a-helpful-and-harmless-assistant-with-reinforcement-learning-from-human-feedback,anthropic,research,Training a Helpful and Harmless Assistant with Reinforcement Learning from Human Feedback,https://www.anthropic.com/research/training-a-helpful-and-harmless-assistant-with-reinforcement-learning-from-human-feedback,2022-04-12,,TRUE,
ant-r-in-context-learning-and-induction-heads,anthropic,research,In-context Learning and Induction Heads,https://www.anthropic.com/research/in-context-learning-and-induction-heads,2022-03-08,,TRUE,
ant-r-predictability-and-surprise-in-large-generative-models,anthropic,research,Predictability and Surprise in Large Generative Models,https://www.anthropic.com/research/predictability-and-surprise-in-large-generative-models,2022-02-15,,TRUE,
ant-r-a-mathematical-framework-for-transformer-circuits,anthropic,research,A Mathematical Framework for Transformer Circuits,https://www.anthropic.com/research/a-mathematical-framework-for-transformer-circuits,2021-12-22,,TRUE,
ant-r-a-general-language-assistant-as-a-laboratory-for-alignment,anthropic,research,A General Language Assistant as a Laboratory for Alignment,https://www.anthropic.com/research/a-general-language-assistant-as-a-laboratory-for-alignment,2021-12-01,,TRUE,
tm-r-on-policy-distillation,thinking-machines,research,On-Policy Distillation,https://thinkingmachines.ai/blog/on-policy-distillation/,2025-10-27,Kevin Lu,TRUE,
tm-r-lora,thinking-machines,research,LoRA Without Regret,https://thinkingmachines.ai/blog/lora/,2025-09-29,John Schulman,TRUE,
tm-r-modular-manifolds,thinking-machines,research,Modular Manifolds,https://thinkingmachines.ai/blog/modular-manifolds/,2025-09-26,Jeremy Bernstein,TRUE,
tm-r-defeating-nondeterminism-in-llm-inference,thinking-machines,research,Defeating Nondeterminism in LLM Inference,https://thinkingmachines.ai/blog/defeating-nondeterminism-in-llm-inference/,2025-09-10,Horace He,TRUE,
